Season,Team,Game Number,Opponent Team,Arena Capacity,Attendance,Percentage
2024,Los Angeles Lakers,64,Sacramento Kings,18997,18498,0.9737326946
2024,Los Angeles Lakers,65,Milwaukee Bucks,18997,18997,1.0
2024,Los Angeles Lakers,66,Minnesota Timberwolves,18997,18997,1.0
2024,Los Angeles Lakers,68,Golden State Warriors,18997,18997,1.0
2024,Los Angeles Lakers,69,Atlanta Hawks,18997,18997,1.0
2024,Los Angeles Lakers,70,Philadelphia 76ers,18997,18997,1.0
2024,Los Angeles Lakers,71,Indiana Pacers,18997,18997,1.0
2024,Los Angeles Lakers,78,Cleveland Cavaliers,18997,18997,1.0
2024,Los Angeles Lakers,79,Minnesota Timberwolves,18997,18997,1.0
2024,Los Angeles Lakers,80,Golden State Warriors,18997,18997,1.0
2024,Sacramento Kings,2,Golden State Warriors,17611,18250,1.036284141
2024,Sacramento Kings,3,Los Angeles Lakers,17611,18198,1.033331441
2024,Sacramento Kings,7,Portland Trail Blazers,17611,17829,1.012378627
2024,Sacramento Kings,8,Oklahoma City Thunder,17611,18097,1.027596389
2024,Sacramento Kings,9,Cleveland Cavaliers,17611,17829,1.012378627
2024,Sacramento Kings,16,Golden State Warriors,17611,18039,1.024302992
2024,Sacramento Kings,17,Los Angeles Clippers,17611,17829,1.012378627
2024,Sacramento Kings,18,Denver Nuggets,17611,17829,1.012378627
2024,Sacramento Kings,19,New Orleans Pelicans,17611,18048,1.024814037
2024,Sacramento Kings,21,Brooklyn Nets,17611,17794,1.010391233
2024,Sacramento Kings,23,Oklahoma City Thunder,17611,17794,1.010391233
2024,Sacramento Kings,24,Utah Jazz,17611,17794,1.010391233
2024,Sacramento Kings,25,Washington Wizards,17611,17794,1.010391233
2024,Sacramento Kings,26,Boston Celtics,17611,17874,1.014933848
2024,Sacramento Kings,27,Phoenix Suns,17611,17794,1.010391233
2024,Sacramento Kings,28,Minnesota Timberwolves,17611,17983,1.021123162
2024,Sacramento Kings,32,Charlotte Hornets,17611,17832,1.012548975
2024,Sacramento Kings,33,Orlando Magic,17611,17832,1.012548975
2024,Sacramento Kings,34,Toronto Raptors,17611,17941,1.018738289
2024,Sacramento Kings,35,New Orleans Pelicans,17611,17832,1.012548975
2024,Sacramento Kings,41,Indiana Pacers,17611,17832,1.012548975
2024,Sacramento Kings,42,Atlanta Hawks,17611,17832,1.012548975
2024,Sacramento Kings,50,Detroit Pistons,17611,17832,1.012548975
2024,Sacramento Kings,51,Denver Nuggets,17611,17832,1.012548975
2024,Sacramento Kings,55,San Antonio Spurs,17611,18153,1.030776219
2024,Sacramento Kings,57,Miami Heat,17611,17832,1.012548975
2024,Sacramento Kings,60,Chicago Bulls,17611,17832,1.012548975
2024,Sacramento Kings,62,San Antonio Spurs,17611,17968,1.020271421
2024,Sacramento Kings,63,Houston Rockets,17611,18022,1.023337687
2024,Sacramento Kings,64,Milwaukee Bucks,17611,17832,1.012548975
2024,Sacramento Kings,65,Los Angeles Lakers,17611,18332,1.040940321
2024,Sacramento Kings,66,New York Knicks,17611,18311,1.039747885
2024,Sacramento Kings,67,Memphis Grizzlies,17611,17832,1.012548975
2024,Sacramento Kings,71,Philadelphia 76ers,17611,17832,1.012548975
2024,Sacramento Kings,72,Dallas Mavericks,17611,17832,1.012548975
2024,Sacramento Kings,73,Dallas Mavericks,17611,17832,1.012548975
2024,Sacramento Kings,74,Utah Jazz,17611,18332,1.040940321
2024,Sacramento Kings,75,Los Angeles Clippers,17611,17832,1.012548975
2024,Sacramento Kings,80,New Orleans Pelicans,17611,17832,1.012548975
2024,Sacramento Kings,81,Phoenix Suns,17611,17832,1.012548975
2024,Sacramento Kings,82,Portland Trail Blazers,17611,18037,1.024189427
2024,Los Angeles Clippers,1,Portland Trail Blazers,18997,19370,1.019634679
2024,Los Angeles Clippers,3,San Antonio Spurs,18997,19370,1.019634679
2024,Los Angeles Clippers,4,Orlando Magic,18997,14014,0.7376954256
2024,Los Angeles Clippers,9,Memphis Grizzlies,18997,17220,0.9064589146
2024,Los Angeles Clippers,11,Houston Rockets,18997,19370,1.019634679
2024,Los Angeles Clippers,14,New Orleans Pelicans,18997,19370,1.019634679
2024,Los Angeles Clippers,15,Dallas Mavericks,18997,19370,1.019634679
2024,Los Angeles Clippers,16,Denver Nuggets,18997,17071,0.8986155709
2024,Los Angeles Clippers,19,Golden State Warriors,18997,19370,1.019634679
2024,Los Angeles Clippers,20,Denver Nuggets,18997,16365,0.8614518082
2024,Los Angeles Clippers,22,Portland Trail Blazers,18997,17102,0.9002474075
2024,Los Angeles Clippers,23,Sacramento Kings,18997,17060,0.8980365321
2024,Los Angeles Clippers,24,Golden State Warriors,18997,19370,1.019634679
2024,Los Angeles Clippers,25,New York Knicks,18997,19370,1.019634679
2024,Los Angeles Clippers,29,Boston Celtics,18997,19370,1.019634679
2024,Los Angeles Clippers,30,Charlotte Hornets,18997,19370,1.019634679
2024,Los Angeles Clippers,31,Memphis Grizzlies,18997,19370,1.019634679
2024,Los Angeles Clippers,32,Miami Heat,18997,19370,1.019634679
2024,Los Angeles Clippers,36,Phoenix Suns,18997,19370,1.019634679
2024,Los Angeles Clippers,37,Toronto Raptors,18997,19370,1.019634679
2024,Los Angeles Clippers,40,Oklahoma City Thunder,18997,19370,1.019634679
2024,Los Angeles Clippers,41,Brooklyn Nets,18997,19370,1.019634679
2024,Los Angeles Clippers,42,Los Angeles Lakers,18997,19370,1.019634679
2024,Los Angeles Clippers,50,New Orleans Pelicans,18997,19370,1.019634679
2024,Los Angeles Clippers,51,Detroit Pistons,18997,19370,1.019634679
2024,Los Angeles Clippers,52,Minnesota Timberwolves,18997,19370,1.019634679
2024,Los Angeles Clippers,56,Sacramento Kings,18997,19370,1.019634679
2024,Los Angeles Clippers,57,Los Angeles Lakers,18997,19370,1.019634679
2024,Los Angeles Clippers,58,Washington Wizards,18997,19370,1.019634679
2024,Los Angeles Clippers,62,Chicago Bulls,18997,19370,1.019634679
2024,Los Angeles Clippers,63,Milwaukee Bucks,18997,19370,1.019634679
2024,Los Angeles Clippers,64,Minnesota Timberwolves,18997,19370,1.019634679
2024,Los Angeles Clippers,67,Atlanta Hawks,18997,19370,1.019634679
2024,Los Angeles Clippers,70,Philadelphia 76ers,18997,19370,1.019634679
2024,Los Angeles Clippers,71,Indiana Pacers,18997,19370,1.019634679
2024,Los Angeles Clippers,76,Denver Nuggets,18997,19370,1.019634679
2024,Los Angeles Clippers,77,Utah Jazz,18997,19370,1.019634679
2024,Los Angeles Clippers,78,Cleveland Cavaliers,18997,19370,1.019634679
2024,Los Angeles Clippers,80,Phoenix Suns,18997,19370,1.019634679
2024,Los Angeles Clippers,81,Utah Jazz,18997,19370,1.019634679
2024,Los Angeles Clippers,82,Houston Rockets,18997,19370,1.019634679
2024,Houston Rockets,3,Golden State Warriors,18055,18055,1.0
2024,Houston Rockets,4,Charlotte Hornets,18055,16263,0.9007477153
2024,Houston Rockets,5,Sacramento Kings,18055,18055,1.0
2024,Houston Rockets,6,Sacramento Kings,18055,15130,0.8379950152
2024,Houston Rockets,7,Los Angeles Lakers,18055,18055,1.0
2024,Houston Rockets,8,New Orleans Pelicans,18055,16236,0.8992522847
2024,Houston Rockets,9,Denver Nuggets,18055,18055,1.0
2024,Houston Rockets,13,Memphis Grizzlies,18055,18055,1.0
2024,Houston Rockets,14,Denver Nuggets,18055,18055,1.0
2024,Houston Rockets,18,Oklahoma City Thunder,18055,16291,0.9022985323
2024,Houston Rockets,20,San Antonio Spurs,18055,16481,0.912821933
2024,Houston Rockets,21,Memphis Grizzlies,18055,16813,0.9312101911
2024,Houston Rockets,25,Atlanta Hawks,18055,18055,1.0
2024,Houston Rockets,26,Dallas Mavericks,18055,18055,1.0
2024,Houston Rockets,28,Indiana Pacers,18055,18055,1.0
2024,Houston Rockets,29,Phoenix Suns,18055,18055,1.0
2024,Houston Rockets,30,Philadelphia 76ers,18055,18055,1.0
2024,Houston Rockets,31,Detroit Pistons,18055,18055,1.0
2024,Houston Rockets,32,Brooklyn Nets,18055,16563,0.9173636112
2024,Houston Rockets,33,Minnesota Timberwolves,18055,18055,1.0
2024,Houston Rockets,34,Milwaukee Bucks,18055,18055,1.0
2024,Houston Rockets,41,Utah Jazz,18055,16618,0.9204098588
2024,Houston Rockets,42,Boston Celtics,18055,18055,1.0
2024,Houston Rockets,43,Portland Trail Blazers,18055,18055,1.0
2024,Houston Rockets,46,Los Angeles Lakers,18055,18055,1.0
2024,Houston Rockets,47,New Orleans Pelicans,18055,18055,1.0
2024,Houston Rockets,48,Toronto Raptors,18055,18055,1.0
2024,Houston Rockets,53,New York Knicks,18055,16790,0.9299363057
2024,Houston Rockets,56,Phoenix Suns,18055,18055,1.0
2024,Houston Rockets,57,Oklahoma City Thunder,18055,18055,1.0
2024,Houston Rockets,61,San Antonio Spurs,18055,16734,0.9268346718
2024,Houston Rockets,62,Los Angeles Clippers,18055,17033,0.9433951814
2024,Houston Rockets,66,Washington Wizards,18055,18055,1.0
2024,Houston Rockets,67,Cleveland Cavaliers,18055,18055,1.0
2024,Houston Rockets,69,Chicago Bulls,18055,17016,0.942453614
2024,Houston Rockets,70,Utah Jazz,18055,18055,1.0
2024,Houston Rockets,71,Portland Trail Blazers,18055,16537,0.9159235669
2024,Houston Rockets,74,Dallas Mavericks,18055,18055,1.0
2024,Houston Rockets,76,Golden State Warriors,18055,18055,1.0
2024,Houston Rockets,77,Miami Heat,18055,18055,1.0
2024,Houston Rockets,79,Orlando Magic,18055,18055,1.0
2024,Memphis Grizzlies,1,New Orleans Pelicans,17794,17798,1.000224795
2024,Memphis Grizzlies,2,Denver Nuggets,17794,16617,0.9338541081
2024,Memphis Grizzlies,4,Dallas Mavericks,17794,15031,0.8447229403
2024,Memphis Grizzlies,8,Miami Heat,17794,16781,0.943070698
2024,Memphis Grizzlies,9,Utah Jazz,17794,16977,0.9540856468
2024,Memphis Grizzlies,13,Boston Celtics,17794,17798,1.000224795
2024,Memphis Grizzlies,15,Phoenix Suns,17794,17794,1.0
2024,Memphis Grizzlies,16,Minnesota Timberwolves,17794,15764,0.8859166011
2024,Memphis Grizzlies,17,Utah Jazz,17794,15327,0.861357761
2024,Memphis Grizzlies,21,Minnesota Timberwolves,17794,15577,0.8754074407
2024,Memphis Grizzlies,22,Dallas Mavericks,17794,16379,0.9204788131
2024,Memphis Grizzlies,24,Houston Rockets,17794,16941,0.952062493
2024,Memphis Grizzlies,27,Indiana Pacers,17794,18160,1.020568731
2024,Memphis Grizzlies,32,Sacramento Kings,17794,17794,1.0
2024,Memphis Grizzlies,33,San Antonio Spurs,17794,17794,1.0
2024,Memphis Grizzlies,34,Toronto Raptors,17794,16385,0.9208160054
2024,Memphis Grizzlies,38,Los Angeles Clippers,17794,16617,0.9338541081
2024,Memphis Grizzlies,39,New York Knicks,17794,16598,0.9327863325
2024,Memphis Grizzlies,40,Golden State Warriors,17794,16612,0.9335731145
2024,Memphis Grizzlies,45,Orlando Magic,17794,16823,0.9454310442
2024,Memphis Grizzlies,47,Sacramento Kings,17794,15333,0.8616949534
2024,Memphis Grizzlies,48,Cleveland Cavaliers,17794,15505,0.871361133
2024,Memphis Grizzlies,49,Golden State Warriors,17794,17794,1.0
2024,Memphis Grizzlies,52,Chicago Bulls,17794,16285,0.9151961335
2024,Memphis Grizzlies,54,New Orleans Pelicans,17794,15823,0.8892323255
2024,Memphis Grizzlies,55,Houston Rockets,17794,15012,0.8436551647
2024,Memphis Grizzlies,56,Milwaukee Bucks,17794,16544,0.9297516017
2024,Memphis Grizzlies,57,Los Angeles Clippers,17794,17255,0.9697088906
2024,Memphis Grizzlies,58,Brooklyn Nets,17794,15417,0.8664156457
2024,Memphis Grizzlies,60,Portland Trail Blazers,17794,15493,0.8706867483
2024,Memphis Grizzlies,61,Portland Trail Blazers,17794,16381,0.9205912105
2024,Memphis Grizzlies,64,Atlanta Hawks,17794,16667,0.9366640441
2024,Memphis Grizzlies,66,Washington Wizards,17794,15291,0.8593346072
2024,Memphis Grizzlies,67,Charlotte Hornets,17794,16717,0.93947398
2024,Memphis Grizzlies,68,Oklahoma City Thunder,17794,17012,0.956052602
2024,Memphis Grizzlies,73,Los Angeles Lakers,17794,17794,1.0
2024,Memphis Grizzlies,77,Detroit Pistons,17794,16745,0.9410475441
2024,Memphis Grizzlies,78,Philadelphia 76ers,17794,17794,1.0
2024,Memphis Grizzlies,79,San Antonio Spurs,17794,16108,0.9052489603
2024,Memphis Grizzlies,81,Los Angeles Lakers,17794,17794,1.0
2024,Memphis Grizzlies,82,Denver Nuggets,17794,17544,0.9859503203
2024,San Antonio Spurs,1,Dallas Mavericks,18354,18947,1.032309033
2024,San Antonio Spurs,2,Houston Rockets,18354,18354,1.0
2024,San Antonio Spurs,6,Toronto Raptors,18354,18354,1.0
2024,San Antonio Spurs,9,Minnesota Timberwolves,18354,18354,1.0
2024,San Antonio Spurs,10,Miami Heat,18354,18036,0.9826740765
2024,San Antonio Spurs,12,Sacramento Kings,18354,18354,1.0
2024,San Antonio Spurs,13,Memphis Grizzlies,18354,18354,1.0
2024,San Antonio Spurs,14,Los Angeles Clippers,18354,18354,1.0
2024,San Antonio Spurs,15,Los Angeles Clippers,18354,18354,1.0
2024,San Antonio Spurs,18,Atlanta Hawks,18354,17646,0.9614253024
2024,San Antonio Spurs,21,Chicago Bulls,18354,18074,0.9847444699
2024,San Antonio Spurs,23,Los Angeles Lakers,18354,18354,1.0
2024,San Antonio Spurs,24,Los Angeles Lakers,18354,18354,1.0
2024,San Antonio Spurs,25,New Orleans Pelicans,18354,18354,1.0
2024,San Antonio Spurs,29,Utah Jazz,18354,18579,1.012258908
2024,San Antonio Spurs,32,Boston Celtics,18354,18886,1.028985507
2024,San Antonio Spurs,34,Milwaukee Bucks,18354,19082,1.039664378
2024,San Antonio Spurs,37,Charlotte Hornets,18354,18073,0.9846899858
2024,San Antonio Spurs,38,Chicago Bulls,18354,18354,1.0
2024,San Antonio Spurs,44,Oklahoma City Thunder,18354,18130,0.9877955759
2024,San Antonio Spurs,45,Portland Trail Blazers,18354,17274,0.9411572409
2024,San Antonio Spurs,46,Minnesota Timberwolves,18354,17726,0.9657840253
2024,San Antonio Spurs,47,Washington Wizards,18354,17020,0.9273182957
2024,San Antonio Spurs,48,Orlando Magic,18354,17081,0.9306418219
2024,San Antonio Spurs,49,New Orleans Pelicans,18354,17207,0.9375068105
2024,San Antonio Spurs,50,Cleveland Cavaliers,18354,18354,1.0
2024,San Antonio Spurs,60,Oklahoma City Thunder,18354,18392,1.002070393
2024,San Antonio Spurs,61,Indiana Pacers,18354,18027,0.9821837202
2024,San Antonio Spurs,65,Golden State Warriors,18354,18354,1.0
2024,San Antonio Spurs,66,Houston Rockets,18354,18751,1.021630162
2024,San Antonio Spurs,67,Denver Nuggets,18354,16223,0.8838945189
2024,San Antonio Spurs,68,Brooklyn Nets,18354,16057,0.8748501689
2024,San Antonio Spurs,69,Dallas Mavericks,18354,18354,1.0
2024,San Antonio Spurs,70,Memphis Grizzlies,18354,17408,0.9484581018
2024,San Antonio Spurs,71,Phoenix Suns,18354,18354,1.0
2024,San Antonio Spurs,72,Phoenix Suns,18354,18044,0.9831099488
2024,San Antonio Spurs,74,New York Knicks,18354,18604,1.013621009
2024,San Antonio Spurs,75,Golden State Warriors,18354,18718,1.019832189
2024,San Antonio Spurs,78,Philadelphia 76ers,18354,18046,0.9832189169
2024,San Antonio Spurs,81,Denver Nuggets,18354,18665,1.016944535
2024,San Antonio Spurs,82,Detroit Pistons,18354,18516,1.008826414
2024,Dallas Mavericks,2,Brooklyn Nets,19200,20238,1.0540625
2024,Dallas Mavericks,4,Chicago Bulls,19200,20103,1.04703125
2024,Dallas Mavericks,6,Charlotte Hornets,19200,20052,1.044375
2024,Dallas Mavericks,8,Toronto Raptors,19200,20063,1.044947917
2024,Dallas Mavericks,9,Los Angeles Clippers,19200,20377,1.061302083
2024,Dallas Mavericks,14,Sacramento Kings,19200,20211,1.05265625
2024,Dallas Mavericks,17,Houston Rockets,19200,20103,1.04703125
2024,Dallas Mavericks,18,Memphis Grizzlies,19200,20150,1.049479167
2024,Dallas Mavericks,19,Oklahoma City Thunder,19200,20277,1.05609375
2024,Dallas Mavericks,20,Utah Jazz,19200,19877,1.035260417
2024,Dallas Mavericks,23,Los Angeles Lakers,19200,20377,1.061302083
2024,Dallas Mavericks,24,Minnesota Timberwolves,19200,20177,1.050885417
2024,Dallas Mavericks,27,Los Angeles Clippers,19200,20310,1.0578125
2024,Dallas Mavericks,29,San Antonio Spurs,19200,20409,1.06296875
2024,Dallas Mavericks,31,Cleveland Cavaliers,19200,20377,1.061302083
2024,Dallas Mavericks,35,Portland Trail Blazers,19200,20077,1.045677083
2024,Dallas Mavericks,36,Portland Trail Blazers,19200,20162,1.050104167
2024,Dallas Mavericks,37,Minnesota Timberwolves,19200,20111,1.047447917
2024,Dallas Mavericks,38,Memphis Grizzlies,19200,20116,1.047708333
2024,Dallas Mavericks,39,New York Knicks,19200,20040,1.04375
2024,Dallas Mavericks,40,New Orleans Pelicans,19200,20155,1.049739583
2024,Dallas Mavericks,41,New Orleans Pelicans,19200,20010,1.0421875
2024,Dallas Mavericks,43,Boston Celtics,19200,20277,1.05609375
2024,Dallas Mavericks,44,Phoenix Suns,19200,20202,1.0521875
2024,Dallas Mavericks,46,Sacramento Kings,19200,20373,1.06109375
2024,Dallas Mavericks,47,Orlando Magic,19200,20020,1.042708333
2024,Dallas Mavericks,49,Milwaukee Bucks,19200,20377,1.061302083
2024,Dallas Mavericks,53,Oklahoma City Thunder,19200,20277,1.05609375
2024,Dallas Mavericks,54,Washington Wizards,19200,19921,1.037552083
2024,Dallas Mavericks,55,San Antonio Spurs,19200,20311,1.057864583
2024,Dallas Mavericks,56,Phoenix Suns,19200,20377,1.061302083
2024,Dallas Mavericks,61,Philadelphia 76ers,19200,20277,1.05609375
2024,Dallas Mavericks,62,Indiana Pacers,19200,20200,1.052083333
2024,Dallas Mavericks,63,Miami Heat,19200,20221,1.053177083
2024,Dallas Mavericks,66,Golden State Warriors,19200,20411,1.063072917
2024,Dallas Mavericks,68,Denver Nuggets,19200,20377,1.061302083
2024,Dallas Mavericks,70,Utah Jazz,19200,20277,1.05609375
2024,Dallas Mavericks,76,Atlanta Hawks,19200,20211,1.05265625
2024,Dallas Mavericks,77,Golden State Warriors,19200,20425,1.063802083
2024,Dallas Mavericks,78,Houston Rockets,19200,20317,1.058177083
2024,Dallas Mavericks,81,Detroit Pistons,19200,20274,1.0559375
2024,New Orleans Pelicans,2,New York Knicks,16867,16331,0.9682219719
2024,New Orleans Pelicans,3,Golden State Warriors,16867,17286,1.024841406
2024,New Orleans Pelicans,5,Detroit Pistons,16867,15884,0.9417205194
2024,New Orleans Pelicans,6,Atlanta Hawks,16867,17237,1.021936325
2024,New Orleans Pelicans,10,Dallas Mavericks,16867,16302,0.9665026383
2024,New Orleans Pelicans,11,Dallas Mavericks,16867,16354,0.9695855813
2024,New Orleans Pelicans,12,Denver Nuggets,16867,15278,0.9057923756
2024,New Orleans Pelicans,13,Minnesota Timberwolves,16867,15536,0.921088516
2024,New Orleans Pelicans,14,Sacramento Kings,16867,16004,0.9488350033
2024,New Orleans Pelicans,15,Sacramento Kings,16867,16012,0.9493093022
2024,New Orleans Pelicans,19,Philadelphia 76ers,16867,16009,0.9491314401
2024,New Orleans Pelicans,20,San Antonio Spurs,16867,17028,1.009545266
2024,New Orleans Pelicans,24,Minnesota Timberwolves,16867,16487,0.977470801
2024,New Orleans Pelicans,28,Memphis Grizzlies,16867,18355,1.0882196
2024,New Orleans Pelicans,30,Houston Rockets,16867,17399,1.031540879
2024,New Orleans Pelicans,31,Memphis Grizzlies,16867,18538,1.099069188
2024,New Orleans Pelicans,32,Utah Jazz,16867,17753,1.052528606
2024,New Orleans Pelicans,33,Los Angeles Lakers,16867,18434,1.092903302
2024,New Orleans Pelicans,34,Brooklyn Nets,16867,16253,0.9635975574
2024,New Orleans Pelicans,36,Los Angeles Clippers,16867,18329,1.086678129
2024,New Orleans Pelicans,42,Charlotte Hornets,16867,16093,0.9541115788
2024,New Orleans Pelicans,43,Phoenix Suns,16867,18686,1.107843719
2024,New Orleans Pelicans,44,Utah Jazz,16867,16032,0.9504950495
2024,New Orleans Pelicans,45,Oklahoma City Thunder,16867,18624,1.104167902
2024,New Orleans Pelicans,50,Toronto Raptors,16867,17429,1.0333195
2024,New Orleans Pelicans,55,Washington Wizards,16867,18316,1.085907393
2024,New Orleans Pelicans,56,Houston Rockets,16867,17421,1.032845201
2024,New Orleans Pelicans,57,Miami Heat,16867,18658,1.106183672
2024,New Orleans Pelicans,58,Chicago Bulls,16867,18684,1.107725144
2024,New Orleans Pelicans,61,Indiana Pacers,16867,17898,1.061125274
2024,New Orleans Pelicans,65,Cleveland Cavaliers,16867,17727,1.050987135
2024,New Orleans Pelicans,66,Los Angeles Clippers,16867,18865,1.118456157
2024,New Orleans Pelicans,67,Portland Trail Blazers,16867,17725,1.05086856
2024,New Orleans Pelicans,72,Oklahoma City Thunder,16867,17436,1.033734511
2024,New Orleans Pelicans,73,Milwaukee Bucks,16867,17484,1.036580305
2024,New Orleans Pelicans,74,Boston Celtics,16867,17932,1.063141045
2024,New Orleans Pelicans,75,Phoenix Suns,16867,17753,1.052528606
2024,New Orleans Pelicans,76,Orlando Magic,16867,16427,0.973913559
2024,New Orleans Pelicans,77,San Antonio Spurs,16867,17422,1.032904488
2024,New Orleans Pelicans,82,Los Angeles Lakers,16867,18633,1.104701488
